id,code,user_type,active,name,level,parent_id/id,currency_mode,type,company_id/id
32,28,24,TRUE,EMPRÉSTIMOS CONCEDIDOS,1,3,current,view,1
33,29,24,TRUE,PROVISÕES,1,3,current,view,1
34,31,24,TRUE,COMPRAS,1,4,current,view,1
35,32,24,TRUE,MERCADORIAS,1,4,current,view,1
36,33,24,TRUE,PRODUTOS ACABADOS E INTERMÉDIO,1,4,current,view,1
37,34,24,TRUE,"SUBPRODUTOS, DESPERDÍCIOS, RES",1,4,current,view,1
38,35,24,TRUE,PRODUTOS E TRABALHOS EM CURSO,1,4,current,view,1
39,36,24,TRUE,"MATÉRIAS-PRIMAS, SUBSIDIÁRIAS",1,4,current,view,1
40,37,24,TRUE,ADIANTAMENTOS POR CONTA DE COM,1,4,current,view,1
41,38,24,TRUE,REGULARIZAÇÃO DE EXISTÊNCIAS,1,4,current,view,1
42,39,24,TRUE,PROVISÕES PARA DEPRECIAÇÃO DE,1,4,current,view,1
43,41,24,TRUE,INVESTIMENTOS FINANCEIROS,1,5,current,view,1
44,42,24,TRUE,IMOBILIZAÇÕES CORPÓREAS,1,5,current,view,1
45,43,24,TRUE,IMOBILIZAÇÕES INCORPÓREAS,1,5,current,view,1
46,44,24,TRUE,IMOBILIZAÇÕES EM CURSO,1,5,current,view,1
47,45,24,TRUE,BENS DE DOMÍNIO PÚBLICO,1,5,current,view,1
48,48,24,TRUE,AMORTIZAÇÕES ACUMULADAS,1,5,current,view,1
49,49,24,TRUE,PROVISÕES PARA INVESTIMENTOS F,1,5,current,view,1
50,51,26,TRUE,PATRIMÓNIO,1,6,current,view,1
51,57,26,TRUE,RESERVAS,1,6,current,view,1
52,59,26,TRUE,RESULTADOS TRANSITADOS,1,6,current,view,1
53,61,21,TRUE,CUSTO DAS MERCADORIAS VENDIDAS,1,7,current,view,1
54,62,21,TRUE,FORNECIMENTOS E SERVIÇOS EXTER,1,7,current,view,1
55,63,21,TRUE,TRANSFERÊNCIAS E SUBSÍDIOS COR,1,7,current,view,1
56,64,21,TRUE,CUSTOS COM O PESSOAL,1,7,current,view,1
57,65,21,TRUE,OUTROS CUSTOS E PERDAS OPERACI,1,7,current,view,1
58,66,21,TRUE,AMORTIZAÇÕES DO EXERCÍCIO,1,7,current,view,1
59,67,21,TRUE,PROVISÕES DO EXERCÍCIO,1,7,current,view,1
60,68,21,TRUE,CUSTOS E PERDAS FINANCEIROS,1,7,current,view,1
61,69,21,TRUE,CUSTOS E PERDAS EXTRAORDINÁRIO,1,7,current,view,1
62,71,20,TRUE,VENDAS E PRESTAÇÕES DE SERVIÇO,1,8,current,view,1
63,72,20,TRUE,IMPOSTOS E TAXAS,1,8,current,view,1
64,73,20,TRUE,PROVEITOS SUPLEMENTARES,1,8,current,view,1
65,74,20,TRUE,TRANSFERÊNCIAS E SUBSÍDIOS OBT,1,8,current,view,1
66,75,20,TRUE,TRABALHOS PARA A PRÓPRIA ENTID,1,8,current,view,1
67,76,20,TRUE,OUTRAS PROVEITOS E GANHOS OPER,1,8,current,view,1
68,78,20,TRUE,PROVEITOS E GANHOS FINANCEIROS,1,8,current,view,1
69,79,20,TRUE,PROVEITOS E GANHOS EXTRAORDINÁ,1,8,current,view,1
70,92,27,TRUE,Distribuição de custos,1,10,current,view,1
71,96,27,TRUE,ANALITICA-CUSTOS,1,10,current,view,1
72,97,27,TRUE,ANALITICA-PROVEITOS,1,10,current,view,1
73,99,27,TRUE,CONTAS DE PASSAGEM,1,10,current,view,1
74,022,21,TRUE,MODIFICAÇÕES ORÇAMENTAIS,2,12,current,view,1
75,032,20,TRUE,REVISÕES DE PREVISÕES,2,13,current,view,1
76,093,29,TRUE,Garantias Apuramento,2,17,current,view,1
77,094,29,TRUE,GARANTIAS PREST. PELO MUNICIP,2,17,current,view,1
78,095,29,TRUE,BENEFICIARIOS DE GARANTIAS,2,17,current,view,1
79,096,29,TRUE,GARANTIAS/CAUÇÕES-APURAMENTO,2,17,current,view,1
80,097,29,TRUE,PRESTADORES DE GARANTIAS,2,17,current,view,1
81,111,5,TRUE,CAIXA - TESOURARIA,2,18,current,view,1
82,118,5,TRUE,FUNDO MANEIO,2,18,current,view,1
83,128,4,TRUE,...,2,19,current,view,1
84,151,6,TRUE,ACÇÕES,2,22,current,view,1
85,152,6,TRUE,OBRIGAÇÕES E TÍT. PARTICIPAÇÃO,2,22,current,view,1
86,153,6,TRUE,TÍTULOS DE DÍVIDA PÚBLICA,2,22,current,view,1
87,195,25,TRUE,TÍTULOS NEGOCIÁVEIS,2,24,current,view,1
88,198,25,TRUE,OUTRAS APLICAÇÕES DE TESOURARI,2,24,current,view,1
89,211,18,TRUE,"CLIENTES, C/C",2,25,current,view,1
90,212,18,TRUE,"CONTRIBUINTES, C/C",2,25,current,view,1
91,213,18,TRUE,"UTENTES, C/C",2,25,current,view,1
92,216,18,TRUE,integracoes_passagem,2,25,current,view,1
93,217,18,TRUE,CLIENTES E UTENTES C/ CAUÇÕES,2,25,current,view,1
94,218,18,TRUE,"CLIENTES, CONTRIBUINTES E UTEN",2,25,current,view,1
95,219,18,TRUE,"ADIANTAMENTOS DE CLIENTES, CON",2,25,current,view,1
96,221,19,TRUE,"FORNECEDORES, C/C",2,26,current,view,1
97,222,19,TRUE,FORNEC.TIT. A PAGAR,2,26,current,view,1
98,228,19,TRUE,FORNECEDORES - FACTURAS EM REC,2,26,current,view,1
99,229,19,TRUE,ADIANTAMENTOS A FORNECEDORES,2,26,current,view,1
100,231,19,TRUE,EM MOEDA NACIONAL,2,27,current,view,1
101,241,22,TRUE,IMPOSTO SOBRE O RENDIMENTO,2,28,current,view,1
102,242,22,TRUE,RETENÇÃO DE IMPOSTOS SOBRE O R,2,28,current,view,1
103,243,22,TRUE,IMPOSTO SOBRE O VALOR ACRESCEN,2,28,current,view,1
104,244,22,TRUE,RESTANTES IMPOSTOS,2,28,current,view,1
105,245,22,TRUE,CONTRIBUIÇÕES PARA A SEGURANÇA,2,28,current,view,1
106,249,22,TRUE,OUTRAS CONTRIBUIÇÕES,2,28,current,view,1
107,251,25,TRUE,DEVEDORES PELA EXECUÇÃO DO ORÇ,2,29,current,view,1
108,252,25,TRUE,CREDORES PELA EXECUÇÃO DO ORÇA,2,29,current,view,1
109,261,25,TRUE,FORNECEDORES DE IMOBILIZADO,2,30,current,view,1
110,262,25,TRUE,PESSOAL,2,30,current,view,1
111,263,25,TRUE,SINDICATOS,2,30,current,view,1
112,264,25,TRUE,ADMINISTRAÇÃO AUTÁRQUICA,2,30,current,view,1
113,265,25,TRUE,...,2,30,current,view,1
114,266,25,TRUE,...,2,30,current,view,1
115,267,25,TRUE,"CONSULTORES, ASSESSORES E INTE",2,30,current,view,1
116,268,25,TRUE,DEVEDORES E CREDORES DIVERSOS,2,30,current,view,1
117,271,25,TRUE,ACRÉSCIMOS DE PROVEITOS,2,31,current,view,1
118,272,25,TRUE,CUSTOS DIFERIDOS,2,31,current,view,1
119,273,25,TRUE,ACRÉSCIMO DE CUSTOS,2,31,current,view,1
120,274,25,TRUE,PROVEITOS DIFERIDOS,2,31,current,view,1
121,291,24,TRUE,PARA COBRANÇA DUVIDOSA,2,33,current,view,1
122,292,24,TRUE,PARA RISCOS E ENCARGOS,2,33,current,view,1
123,312,24,TRUE,MERCADORIAS,2,34,current,view,1
124,316,24,TRUE,"MATÉRIAS-PRIMAS, SUBSIDIÁRIAS",2,34,current,view,1
125,324,24,TRUE,CONTENTORES LIXO,2,35,current,view,1
126,363,24,TRUE,MATERIAIS DIVERSOS,2,39,current,view,1
127,364,24,TRUE,EMBALAGENS DE CONSUMO,2,39,current,view,1
128,372,24,TRUE,MERCADORIAS,2,40,current,view,1
129,376,24,TRUE,"MATÉRIAS-PRIMAS, SUBSIDIÁRIAS",2,40,current,view,1
130,386,24,TRUE,"MATÉRIAS-PRIMAS, SUBSIDIÁRIAS",2,41,current,view,1
131,396,24,TRUE,"MATÉRIAS-PRIMAS, SUBSIDIÁRIAS",2,42,current,view,1
132,411,24,TRUE,PARTES DE CAPITAL,2,43,current,view,1
133,412,24,TRUE,OBRIGAÇÕES E TÍTULOS DE PARTIC,2,43,current,view,1
134,414,24,TRUE,INVESTIMENTOS EM IMÓVEIS,2,43,current,view,1
135,415,24,TRUE,OUTRAS APLICAÇÕES FINANCEIRAS,2,43,current,view,1
136,421,24,TRUE,TERRENOS E RECURSOS NATURAIS,2,44,current,view,1
137,422,24,TRUE,EDIFÍCIOS E OUTRAS CONSTRUÇÕES,2,44,current,view,1
138,442,24,TRUE,IMOBILIZAÇÕES EM CURSO DE IMOB,2,46,current,view,1
139,443,24,TRUE,IMOBILIZAÇÕES EM CURSO DE IMOB,2,46,current,view,1
140,444,24,TRUE,IMOBILIZAÇÕES CURSO PASSAGEM,2,46,current,view,1
141,445,24,TRUE,IMOBILIZAÇÕES EM CURSO DE BENS,2,46,current,view,1
142,446,24,TRUE,ADIANTAMENTOS POR CONTA DE BEN,2,46,current,view,1
143,447,24,TRUE,ADIANTAMENTOS POR CONTA DE INV,2,46,current,view,1
144,448,24,TRUE,ADIANTAMENTOS POR CONTA DE IMO,2,46,current,view,1
145,449,24,TRUE,ADIANTAMENTOS POR CONTA DE IMO,2,46,current,view,1
146,482,24,TRUE,DE IMOBILIZAÇÕES CORPÓREAS,2,48,current,view,1
147,483,24,TRUE,DE IMOBILIZAÇÕES INCORPÓREAS,2,48,current,view,1
148,485,24,TRUE,DE BENS DE DOMÍNIO PÚBLICO,2,48,current,view,1
149,489,24,TRUE,CONTAS PASSAGEM,2,48,current,view,1
150,491,24,TRUE,PARTES DE CAPITAL,2,49,current,view,1
151,492,24,TRUE,OBRIGAÇÕES E TÍTULOS DE PARTIC,2,49,current,view,1
152,511,26,TRUE,PATRIMÓNIO,2,50,current,view,1
153,571,26,TRUE,RESERVAS LEGAIS,2,51,current,view,1
154,575,26,TRUE,SUBSÍDIOS,2,51,current,view,1
155,576,26,TRUE,DOAÇÕES,2,51,current,view,1
156,612,21,TRUE,MERCADORIAS,2,53,current,view,1
157,616,21,TRUE,"MATÉRIAS-PRIMAS, SUBSIDIÁRIAS",2,53,current,view,1
158,621,21,TRUE,SUBCONTRATOS,2,54,current,view,1
159,622,21,TRUE,FORNECIMENTOS E SERVIÇOS,2,54,current,view,1
160,631,21,TRUE,TRANSFERÊNCIAS CORRENTES CONCE,2,55,current,view,1
161,632,21,TRUE,SUBSÍDIOS CORRENTES CONCEDIDOS,2,55,current,view,1
162,633,21,TRUE,PRESTAÇÕES SOCIAIS,2,55,current,view,1
163,634,21,TRUE,...,2,55,current,view,1
164,641,21,TRUE,REMUNERAÇÕES DOS MEMBROS DOS Ó,2,56,current,view,1
165,642,21,TRUE,REMUNERAÇÕES DO PESSOAL,2,56,current,view,1
166,643,21,TRUE,PENSÕES,2,56,current,view,1
167,645,21,TRUE,ENCARGOS SOBRE REMUNERAÇÕES,2,56,current,view,1
168,646,21,TRUE,SEGUROS DE ACIDENTES NO TRABAL,2,56,current,view,1
169,647,21,TRUE,ENCARGOS SOCIAIS VOLUNTÁRIOS,2,56,current,view,1
170,648,21,TRUE,OUTROS CUSTOS COM O PESSOAL,2,56,current,view,1
171,651,21,TRUE,IMPOSTOS E TAXAS,2,57,current,view,1
172,652,21,TRUE,QUOTIZAÇÕES,2,57,current,view,1
173,654,21,TRUE,...,2,57,current,view,1
174,662,21,TRUE,IMOBILIZAÇÕES CORPÓREAS,2,58,current,view,1
175,663,21,TRUE,IMOBILIZAÇÕES INCORPÓREAS,2,58,current,view,1
176,665,21,TRUE,BENS DE DOMÍNIO PÚBLICO,2,58,current,view,1
177,671,21,TRUE,PARA COBRANÇAS DUVIDOSAS,2,59,current,view,1
178,672,21,TRUE,PARA RISCOS E ENCARGOS,2,59,current,view,1
179,673,21,TRUE,PARA DEPRECIAÇÃO DE EXISTÊNCIA,2,59,current,view,1
180,681,21,TRUE,JUROS SUPORTADOS,2,60,current,view,1
181,682,21,TRUE,PERDAS EM ENTIDADES PARTICIPAD,2,60,current,view,1
182,683,21,TRUE,AMORTIZAÇÕES DE INVESTIMENTOS,2,60,current,view,1
183,684,21,TRUE,PROVISÕES PARA APLICAÇÕES FINA,2,60,current,view,1
184,688,21,TRUE,OUTROS CUSTOS E PERDAS FINANCE,2,60,current,view,1
185,691,21,TRUE,TRANSFERÊNCIAS DE CAPITAL CONC,2,61,current,view,1
186,693,21,TRUE,PERDAS EM EXISTÊNCIAS,2,61,current,view,1
187,694,21,TRUE,PERDAS EM IMOBILIZAÇÕES,2,61,current,view,1
188,695,21,TRUE,MULTAS E PENALIDADES,2,61,current,view,1
189,696,21,TRUE,AUMENTOS DE AMORTIZAÇÕES E DE,2,61,current,view,1
190,697,21,TRUE,CORRECÇÕES RELATIVAS A EXERCÍC,2,61,current,view,1
191,698,21,TRUE,OUTROS CUSTOS E PERDAS EXTRAOR,2,61,current,view,1
192,711,20,TRUE,VENDAS,2,62,current,view,1
193,712,20,TRUE,PRESTAÇÕES DE SERVIÇOS,2,62,current,view,1
194,713,20,TRUE,...,2,62,current,view,1
195,714,20,TRUE,...,2,62,current,view,1
196,715,20,TRUE,...,2,62,current,view,1
197,716,20,TRUE,...,2,62,current,view,1
198,717,20,TRUE,...,2,62,current,view,1
199,718,20,TRUE,...,2,62,current,view,1
200,719,20,TRUE,...,2,62,current,view,1
201,721,20,TRUE,IMPOSTOS DIRECTOS,2,63,current,view,1
202,722,20,TRUE,IMPOSTOS INDIRECTOS,2,63,current,view,1
203,724,20,TRUE,TAXAS,2,63,current,view,1
204,725,20,TRUE,REEMBOLSOS E RESTITUIÇÕES,2,63,current,view,1
205,726,20,TRUE,ANULAÇÕES,2,63,current,view,1
206,733,20,TRUE,OUTROS PROVEITOS SUPLEMENTARES,2,64,current,view,1
207,742,20,TRUE,TRANSFERÊNCIAS OBTIDAS,2,65,current,view,1
208,743,20,TRUE,SUBSÍDIOS CORRENTES OBTIDOS,2,65,current,view,1
209,754,20,TRUE,IMOBILIZAÇÕES EM CURSO,2,66,current,view,1
210,756,20,TRUE,CUSTOS DIFERIDOS,2,66,current,view,1
211,781,20,TRUE,JUROS OBTIDOS,2,68,current,view,1
212,783,20,TRUE,RENDIMENTOS DE IMÓVEIS,2,68,current,view,1
213,784,20,TRUE,RENDIMENTOS DE PARTICIPAÇÕES D,2,68,current,view,1
214,788,20,TRUE,OUTROS PROVEITOS E GANHOS FINA,2,68,current,view,1
215,793,20,TRUE,GANHOS EM EXISTÊNCIAS,2,69,current,view,1
216,794,20,TRUE,GANHOS EM IMOBILIZAÇÕES,2,69,current,view,1
217,795,20,TRUE,BENEFÍCIOS DE PENALIDADES CONT,2,69,current,view,1
218,796,20,TRUE,REDUÇÕES DE AMORTIZAÇÕES E PRO,2,69,current,view,1
219,797,20,TRUE,CORRECÇÕES RELATIVAS A EXERCÍC,2,69,current,view,1
220,798,20,TRUE,OUTROS PROVEITOS E GANHOS EXTR,2,69,current,view,1
221,0221,21,TRUE,TRANSFERÊNCIAS DE DOTAÇÕES,3,74,current,view,1
222,0321,20,TRUE,REVISÕES DE PREVISÕES,3,75,current,view,1
223,1201,4,TRUE,BARCLAYS BANK,2,19,current,view,1
224,1202,4,TRUE,BANCO BILBAO VISCAYA ARGENTARI,2,19,current,view,1
225,1203,4,TRUE,BANCO MILLENIUM - BCP,2,19,current,view,1
226,1204,4,TRUE,DEUTSCHE BANK,2,19,current,view,1
227,1205,4,TRUE,BANCO ESPIRITO SANTO,2,19,current,view,1
228,1206,4,TRUE,CAIXA GERAL DE DEPÓSITOS - CGD,2,19,current,view,1
229,1207,4,TRUE,BANCO INTERNACIONAL DO FUNCHAL,2,19,current,view,1
230,1208,4,TRUE,MONTEPIO GERAL - MG,2,19,current,view,1
231,1209,4,TRUE,BANCO PORTUGUÊS DE INVESTIMENT,2,19,current,view,1
232,1210,4,TRUE,BANCO PORTUGUÊS NEGÓCIOS - BPN,2,19,current,view,1
233,1211,4,TRUE,Banco Santander,2,19,current,view,1
234,1298,4,TRUE,OPERAÇÕES DE TESOURARIA,2,19,current,view,1
235,1299,4,TRUE,...,2,19,current,view,1
236,2111,18,TRUE,"CLIENTES GERAIS, C/C",3,89,current,view,1
237,2112,18,TRUE,CLIENTES EM FACTORING,3,89,current,view,1
238,2123,18,TRUE,TAXAS,3,90,current,view,1
239,2211,19,TRUE,FORNECEDORES GERAIS C/C,3,96,current,view,1
240,2212,19,TRUE,FACTORING,3,96,current,view,1
241,2311,19,TRUE,DE CURTO PRAZO,3,100,current,view,1
242,2312,19,TRUE,DE MÉDIO E LONGO PRAZOS,3,100,current,view,1
243,2421,22,TRUE,TRABALHO DEPENDENTE,3,102,current,view,1
244,2424,22,TRUE,PREDIAIS,3,102,current,view,1
245,2431,22,TRUE,IVA - SUPORTADO,3,103,current,view,1
246,2432,22,TRUE,IVA - DEDUTÍVEL,3,103,current,view,1
247,2433,22,TRUE,IVA - LIQUIDADO,3,103,current,view,1
248,2434,22,TRUE,IVA - REGULARIZAÇÕES,3,103,current,view,1
249,2441,22,TRUE,IMPOSTO DE SELO,3,104,current,view,1
250,2451,22,TRUE,ADSE,3,105,current,view,1
251,2452,22,TRUE,CAIXA GERAL DE APOSENTAÇÕES,3,105,current,view,1
252,2453,22,TRUE,SEGURANÇA SOCIAL - REGIME GERA,3,105,current,view,1
253,2454,22,TRUE,SEGURANÇA SOCIAL,3,105,current,view,1
254,2459,22,TRUE,OUTRAS CONTRIBUIÇÕES,3,105,current,view,1
255,2622,25,TRUE,REMUNERAÇÕES A PAGAR AO PESSOA,3,110,current,view,1
256,2623,24,TRUE,ADIANTAMENTOS AOS MEMBROS DOS,3,110,current,view,1
257,2624,24,TRUE,ADIANTAMENTOS AO PESSOAL,3,110,current,view,1
258,2629,25,TRUE,OUTRAS OPERAÇÕES COM O PESSOAL,3,110,current,view,1
259,2646,25,TRUE,FREGUESIAS,3,112,current,view,1
260,2647,25,TRUE,EMPRESAS MUNICIPAIS E INTERMUN,3,112,current,view,1
261,2649,25,TRUE,...,3,112,current,view,1
262,2681,25,TRUE,DEVEDORES E CREDORES DAS ADMIN,3,116,current,view,1
263,2682,24,TRUE,DEVEDORES DE TRANSFERÊNCIAS PA,3,116,current,view,1
264,2684,24,TRUE,CREDORES DE TRANSFERÊNCIAS DAS,3,116,current,view,1
265,2685,24,TRUE,CREDORES E DEVEDORES DIVERSOS,3,116,current,view,1
266,2711,25,TRUE,JUROS A RECEBER,3,117,current,view,1
267,2712,25,TRUE,...,3,117,current,view,1
268,2719,25,TRUE,OUTROS ACRÉSCIMOS DE PROVEITOS,3,117,current,view,1
269,2721,25,TRUE,SEGUROS,3,118,current,view,1
270,2731,25,TRUE,SEGUROS A LIQUIDAR,3,119,current,view,1
271,2732,25,TRUE,REMUNERAÇÕES A PAGAR,3,119,current,view,1
272,2733,25,TRUE,JUROS A LIQUIDAR,3,119,current,view,1
273,2741,25,TRUE,...,3,120,current,view,1
274,2745,25,TRUE,SUBSÍDIOS PARA INVESTIMENTOS,3,120,current,view,1
275,2749,25,TRUE,OUTROS PROVEITOS DIFERIDOS,3,120,current,view,1
276,3124,24,TRUE,CONTENTORES LIXO,3,123,current,view,1
277,3163,24,TRUE,MATERIAIS DIVERSOS,3,124,current,view,1
278,3164,24,TRUE,EMBALAGENS DE CONSUMO,3,124,current,view,1
279,3631,24,TRUE,ARMAZENS MAQUINAS E VIATURAS G,3,126,current,view,1
280,3632,24,TRUE,ARMAZENS APROVISIONAMENTO,3,126,current,view,1
281,3633,24,TRUE,ARMAZENS AMBIENTE,3,126,current,view,1
282,3634,24,TRUE,M30 ARMAZEM BOMBEIROS,3,126,current,view,1
283,4142,24,TRUE,EDIFÍCIOS E OUTRAS CONSTRUÇÕES,3,134,current,view,1
284,4422,24,TRUE,EDIFICIOS E OUTRAS CONSTRUÇÕES,3,138,current,view,1
285,4822,24,TRUE,EDIFÍCIOS E OUTRAS CONSTRUÇÕES,3,146,current,view,1
286,4891,24,TRUE,ABATES IMOBILIZADO,3,149,current,view,1
287,4912,24,TRUE,EMPRESAS MUNICIPAIS E INTERMU.,3,150,current,view,1
288,5751,26,TRUE,ADMINISTRAÇÕES PÚBLICAS,3,154,current,view,1
289,6163,21,TRUE,MATERIAIS DIVERSOS,3,157,current,view,1
290,6221,21,TRUE,FORNECIMENTOS,3,159,current,view,1
291,6222,21,TRUE,SERVIÇOS,3,159,current,view,1
292,6223,21,TRUE,OUTROS,3,159,current,view,1
293,6313,21,TRUE,ADMINISTRAÇÃO AUTÁRQUICA,3,160,current,view,1
294,6314,21,TRUE,ADMINISTRAÇÃO REGIONAL,3,160,current,view,1
295,6315,21,TRUE,SEGURANÇA SOCIAL,3,160,current,view,1
296,6316,21,TRUE,OUTROS SECTORES INSTITUCIONAIS,3,160,current,view,1
297,6323,21,TRUE,ADMINISTRAÇÃO AUTÁRQUICA,3,161,current,view,1
298,6324,21,TRUE,ADMINISTRAÇÃO REGIONAL,3,161,current,view,1
299,6326,21,TRUE,OUTROS SECTORES INSTITUCIONAIS,3,161,current,view,1
300,6331,21,TRUE,PER FAMILIAS,3,162,current,view,1
301,6332,21,TRUE,APOIO ALIMENTAR,3,162,current,view,1
302,6341,21,TRUE,FREGUESIAS,3,163,current,view,1
303,6421,21,TRUE,REMUNERAÇÕES BASE DO PESSOAL,3,165,current,view,1
304,6422,21,TRUE,SUPLEMENTOS DE REMUNERAÇÕES,3,165,current,view,1
305,6423,21,TRUE,PRESTAÇÕES SOCIAIS DIRECTAS,3,165,current,view,1
306,6452,21,TRUE,SEGURANÇA SOCIAL ENT PATRONAL,3,167,current,view,1
307,6453,21,TRUE,CAIXA GERAL APOSENTAÇÕES,3,167,current,view,1
308,6461,21,TRUE,SEG. DE ACIDENTES DE TRABALHO,3,168,current,view,1
309,6471,21,TRUE,CRECHES. LACTÁRIOS,3,169,current,view,1
310,6483,21,TRUE,FORMAÇÃO PROFISSIONAL,3,170,current,view,1
311,6511,21,TRUE,IMPOSTO SOBRE O RENDIMENTO,3,171,current,view,1
312,6521,21,TRUE,ASSOCIAÇÕES DE MUNICÍPIOS,3,172,current,view,1
313,6622,21,TRUE,EDIFÍCIOS E OUTRAS CONSTRUÇÕES,3,174,current,view,1
314,6724,21,TRUE,ACIDENTES DE TRABALHO E DOENÇA,3,178,current,view,1
315,6732,21,TRUE,MERCADORIAS,3,179,current,view,1
316,6734,21,TRUE,"SUBPRODUTOS, DESPERDÍCIOS, RES",3,179,current,view,1
317,6736,21,TRUE,"MATÉRIAS-PRIMAS, SUBSIDIÁRIAS",3,179,current,view,1
318,6739,21,TRUE,OUTROS,3,179,current,view,1
319,6811,21,TRUE,EM MOEDA NACIONAL,3,180,current,view,1
320,6812,21,TRUE,OUTROS JUROS,3,180,current,view,1
321,6821,21,TRUE,EMPRESAS MUNICIPAIS E INTERMUN,3,181,current,view,1
322,6832,21,TRUE,EDIFÍCIOS E OUTRAS CONSTRUÇÕES,3,182,current,view,1
323,6888,21,TRUE,OUTROS NÃO ESPECIFICADOS,3,184,current,view,1
324,6911,21,TRUE,ORÇAMENTO DO ESTADO,3,185,current,view,1
325,6912,21,TRUE,SERVIÇOS E FUNDOS AUTÓNOMOS,3,185,current,view,1
326,6913,21,TRUE,ADMINISTRAÇÃO AUTÁRQUICA,3,185,current,view,1
327,6914,21,TRUE,ADMINISTRAÇÃO REGIONAL,3,185,current,view,1
328,6916,21,TRUE,OUTROS SECTORES INSTITUCIONAIS,3,185,current,view,1
329,6932,21,TRUE,QUEBRAS,3,186,current,view,1
330,6953,21,TRUE,...,3,188,current,view,1
331,6971,21,TRUE,RESTITUIÇÕES,3,190,current,view,1
332,6981,21,TRUE,...,3,191,current,view,1
333,6982,21,TRUE,DIFERENÇAS DE CÂMBIO EXTRAORDI,3,191,current,view,1
334,6983,21,TRUE,REEMBOLSOS,3,191,current,view,1
335,6984,21,TRUE,Indemnizações,3,191,current,view,1
336,6988,21,TRUE,OUTROS NÃO ESPECIFICADOS,3,191,current,view,1
337,7111,20,TRUE,MERCADORIAS,3,192,current,view,1
338,7112,20,TRUE,PRODUTOS ACABADOS E INTERMÉDIO,3,192,current,view,1
339,7113,20,TRUE,"SUBPRODUTOS, DESPERDÍCIOS, RES",3,192,current,view,1
340,7114,20,TRUE,VENDA DE OUTROS BENS,3,192,current,view,1
341,7121,20,TRUE,SERVIÇOS ESPECÍFICOS DAS AUTAR,3,193,current,view,1
342,7122,20,TRUE,"SERVIÇOS SOCIAIS, RECREATIVOS,",3,193,current,view,1
343,7123,20,TRUE,OUTROS SERVIÇOS,3,193,current,view,1
344,7212,20,TRUE,OUTROS,3,201,current,view,1
345,7222,20,TRUE,OUTROS,3,202,current,view,1
346,7251,20,TRUE,IMPOSTOS DIRECTOS,3,204,current,view,1
347,7252,20,TRUE,IMPOSTOS INDIRECTOS,3,204,current,view,1
348,7253,20,TRUE,TAXAS,3,204,current,view,1
349,7261,20,TRUE,IMPOSTOS DIRECTOS,3,205,current,view,1
350,7262,20,TRUE,IMPOSTOS INDIRECTOS,3,205,current,view,1
351,7263,20,TRUE,TAXAS,3,205,current,view,1
352,7337,20,TRUE,RENDA DE ESPAÇOS,3,206,current,view,1
353,7421,20,TRUE,ADMINISTRAÇÕES PÚBLICAS,3,207,current,view,1
354,7422,20,TRUE,ADMINISTRAÇÕES PRIVADAS,3,207,current,view,1
355,7423,20,TRUE,FAMÍLIAS,3,207,current,view,1
