id,tipo_dim,code,name,type,parent_id/id,state,currency_id/id,company_id/id,estado
53,ce,010214,Outros abonos em numerário ou espécie,normal,38,open,1,1,ce
54,ce,0103,Segurança social,view,1,open,1,1,ce
55,ce,010301,Encargos com a saúde,normal,54,open,1,1,ce
56,ce,010302,Outros encargos com a saúde,normal,54,open,1,1,ce
57,ce,010303,Subsídio familiar a crianças e jovens,normal,54,open,1,1,ce
58,ce,010304,Outras prestações familiares,normal,54,open,1,1,ce
59,ce,010305,Contribuições para a segurança social,view,54,open,1,1,ce
60,ce,01030501,Assistência doença dos funcionários públicos(ADSE),normal,59,open,1,1,ce
61,ce,01030502,Seg.social pessoal regime contrato trab função púb,view,59,open,1,1,ce
62,ce,0103050201,Caixa Geral de Aposentações,normal,61,open,1,1,ce
63,ce,0103050202,Segurança Social - Regime Geral,normal,61,open,1,1,ce
64,ce,01030503,Outros,normal,59,open,1,1,ce
65,ce,010306,Acidentes em serviço e doenças profissionais,normal,54,open,1,1,ce
66,ce,010307,PENSÕES DE RESERVA,normal,54,open,1,1,ce
67,ce,010308,Outras pensões,normal,54,open,1,1,ce
68,ce,010309,Seguros,view,54,open,1,1,ce
69,ce,01030901,Seg. acidentes de trabalho e doenças profissionais,normal,68,open,1,1,ce
70,ce,01030902,Seguros de saúde,normal,68,open,1,1,ce
71,ce,010310,Outras despesas de segurança social,view,54,open,1,1,ce
72,ce,01031001,"Eventualidade maternidade, paternidade e adopção",normal,71,open,1,1,ce
73,ce,01031099,Outras despesas,normal,71,open,1,1,ce
74,ce,02,Aquisição  de bens e serviços,view,,open,1,1,ce
75,ce,0201,Aquisição de bens,view,2,open,1,1,ce
76,ce,020101,Matérias-primas e subsidiárias,normal,75,open,1,1,ce
77,ce,020102,Combustíveis e lubrificantes,view,75,open,1,1,ce
78,ce,02010201,Gasolina,normal,77,open,1,1,ce
79,ce,02010202,Gasóleo,normal,77,open,1,1,ce
80,ce,02010299,Outros,normal,77,open,1,1,ce
81,ce,020103,"Munições, explosivos e artifícios",normal,75,open,1,1,ce
82,ce,020104,Limpeza e higiene,normal,75,open,1,1,ce
83,ce,020105,Alimentação - Refeições confeccionadas,normal,75,open,1,1,ce
84,ce,020106,Alimentação - Géneros para confeccionar,normal,75,open,1,1,ce
85,ce,020107,Vestuário e artigos pessoais,normal,75,open,1,1,ce
86,ce,020108,Material de escritório,normal,75,open,1,1,ce
87,ce,020109,Produtos químicos e farmacêuticos,normal,75,open,1,1,ce
88,ce,020110,Produtos vendidos nas farmácias,normal,75,open,1,1,ce
89,ce,020111,MATERIAL DE CONSUMO CLÍNICO,normal,75,open,1,1,ce
90,ce,020112,Material de transporte - Peças,normal,75,open,1,1,ce
91,ce,020113,Material de consumo hoteleiro,normal,75,open,1,1,ce
92,ce,020114,Outro material - Peças,normal,75,open,1,1,ce
93,ce,020115,"Prémios, condecorações e ofertas",normal,75,open,1,1,ce
94,ce,020116,Mercadorias para venda,view,75,open,1,1,ce
95,ce,02011601,Água,normal,94,open,1,1,ce
96,ce,02011602,Electricidade,normal,94,open,1,1,ce
97,ce,02011603,Outras,normal,94,open,1,1,ce
98,ce,020117,Ferramentas e utensílios,normal,75,open,1,1,ce
99,ce,020118,Livros e documentação técnica,normal,75,open,1,1,ce
100,ce,020119,Artigos honoríficos e de decoração,normal,75,open,1,1,ce
101,ce,020120,"Material de educação, cultura e recreio",normal,75,open,1,1,ce
102,ce,020121,Outros bens,normal,75,open,1,1,ce
103,ce,0202,Aquisição de serviços,view,2,open,1,1,ce
104,ce,020201,Encargos das instalações,normal,103,open,1,1,ce
105,ce,020202,Limpeza e higiene,normal,103,open,1,1,ce
106,ce,020203,Conservação de bens,normal,103,open,1,1,ce
107,ce,020204,Locação de edifícios,normal,103,open,1,1,ce
108,ce,020205,Locação de material de informática,normal,103,open,1,1,ce
109,ce,020206,Locação de material de transporte,normal,103,open,1,1,ce
110,ce,020207,LOCAÇÃO DE BENS DE DEFESA,normal,103,open,1,1,ce
111,ce,020208,Locação de outros bens,normal,103,open,1,1,ce
112,ce,020209,Comunicações,normal,103,open,1,1,ce
113,ce,020210,Transportes,normal,103,open,1,1,ce
114,ce,020211,Representação dos serviços,normal,103,open,1,1,ce
115,ce,020212,Seguros,normal,103,open,1,1,ce
116,ce,020213,Deslocações e estadas,normal,103,open,1,1,ce
117,ce,020214,"Estudos, pareceres, projectos e consultadoria",normal,103,open,1,1,ce
118,ce,020215,Formação,normal,103,open,1,1,ce
119,ce,020216,"Seminários, exposições e similares",normal,103,open,1,1,ce
120,ce,020217,Publicidade,normal,103,open,1,1,ce
121,ce,020218,Vigilância e segurança,normal,103,open,1,1,ce
122,ce,020219,Assistência técnica,normal,103,open,1,1,ce
123,ce,020220,Outros trabalhos especializados,normal,103,open,1,1,ce
124,ce,020221,Utilização de infra-estruturas de transportes,normal,103,open,1,1,ce
125,ce,020222,Serviços de saúde,normal,103,open,1,1,ce
126,ce,020223,OUTROS SERVIÇOS DE SAÚDE,normal,103,open,1,1,ce
127,ce,020224,Encargos de cobrança de receitas,normal,103,open,1,1,ce
128,ce,020225,Outros serviços,normal,103,open,1,1,ce
129,ce,03,Juros e outros encargos,view,,open,1,1,ce
130,ce,0301,Juros da dívida pública,view,129,open,1,1,ce
131,ce,030103,Soc.financeiras-Bancos e outras instit financeiras,view,130,open,1,1,ce
132,ce,03010301,Empréstimos a curto prazo,normal,131,open,1,1,ce
133,ce,03010302,Empréstimos a médio e longo prazos,normal,131,open,1,1,ce
134,ce,030106,Adm. pública central - Serv. e fundos autónomos,normal,130,open,1,1,ce
135,ce,0302,OUTROS ENCARGOS CORRENTES DA DÍVIDA PÚBLICA,view,129,open,1,1,ce
136,ce,030201,DESPESAS DIVERSAS,normal,135,open,1,1,ce
137,ce,0303,JUROS DE LOCAÇÃO FINANCEIRA,view,129,open,1,1,ce
138,ce,030301,TERRENOS,normal,137,open,1,1,ce
139,ce,030302,HABITAÇÕES,normal,137,open,1,1,ce
140,ce,030303,EDIFÍCIOS,normal,137,open,1,1,ce
141,ce,030304,CONSTRUÇÕES DIVERSAS,normal,137,open,1,1,ce
142,ce,030305,MATERIAL DE TRANSPORTE,normal,137,open,1,1,ce
143,ce,030306,MATERIAL DE INFORMÁTICA,normal,137,open,1,1,ce
144,ce,030307,MAQUINARIA E EQUIPAMENTO,normal,137,open,1,1,ce
145,ce,030308,OUTROS INVESTIMENTOS,normal,137,open,1,1,ce
146,ce,0304,Juros tributários,view,129,open,1,1,ce
147,ce,030401,Indemnizatórios,normal,146,open,1,1,ce
148,ce,030402,Outros,normal,146,open,1,1,ce
149,ce,0305,Outros juros,view,129,open,1,1,ce
150,ce,030501,REMUNERAÇÕES DE DEPÓSITOS NO TESOURO,normal,149,open,1,1,ce
151,ce,030502,Outros juros,normal,149,open,1,1,ce
152,ce,0306,Outros encargos financeiros,view,129,open,1,1,ce
153,ce,030601,Outros encargos financeiros,normal,152,open,1,1,ce
154,ce,04,Transferências correntes,view,,open,1,1,ce
155,ce,0401,Sociedades e quase-sociedades não financeiras,normal,154,open,1,1,ce
156,ce,040101,PÚBLICAS,view,155,open,1,1,ce
157,ce,04010101,EMPRESAS PÚBLICAS MUNICIPAIS E INTERMUNICIPAIS,normal,156,open,1,1,ce
158,ce,04010102,OUTRAS,normal,156,open,1,1,ce
159,ce,040102,Privadas,normal,155,open,1,1,ce
160,ce,0404,Administração regional,view,154,open,1,1,ce
161,ce,040402,Região Autónoma da Madeira - Escolas,normal,160,open,1,1,ce
162,ce,0405,Administração local,view,154,open,1,1,ce
163,ce,040503,Região Autónoma da Madeira,view,162,open,1,1,ce
164,ce,04050301,Municípios,normal,163,open,1,1,ce
165,ce,04050302,Freguesias,normal,163,open,1,1,ce
166,ce,04050303,SERVIÇOS AUTÓNOMOS DA ADMINISTRAÇÃO LOCAL,normal,163,open,1,1,ce
167,ce,04050304,ASSOCIAÇÕES DE MUNICÍPIOS,normal,163,open,1,1,ce
168,ce,04050305,ASSOCIAÇÕES DE FREGUESIAS,normal,163,open,1,1,ce
169,ce,04050306,OUTROS,normal,163,open,1,1,ce
170,ce,0406,SEGURANÇA SOCIAL,view,154,open,1,1,ce
171,ce,040601,SISTEMAS DE SOLIDARIEDADE E SEGURANÇA SOCIAL,normal,170,open,1,1,ce
172,ce,040602,OUTRAS TRANSFERÊNCIAS,normal,170,open,1,1,ce
173,ce,0407,Instituições sem fins lucrativos,view,154,open,1,1,ce
174,ce,040701,Instituições sem fins lucrativos,normal,173,open,1,1,ce
175,ce,040702,INSTITUIÇÕES SEM FINS LUCRATIVOS - SUBSISTEMA DE P,normal,173,open,1,1,ce
176,ce,040703,INSTITUIÇÕES SEM FINS LUCRATIVOS - SUBSISTEMA DE P,normal,173,open,1,1,ce
177,ce,0408,Famílias,view,154,open,1,1,ce
178,ce,040801,Empresário em nome individual,normal,177,open,1,1,ce
179,ce,040802,Outras (Famílias),normal,177,open,1,1,ce
180,ce,0409,Resto do mundo,view,154,open,1,1,ce
181,ce,040901,RESTO DO MUNDO - UNIÃO EUROPEIA - INSTITUIÇÕES,normal,180,open,1,1,ce
182,ce,040902,RESTO DO MUNDO - UNIÃO EUROPEIA - PAÍSES MEMBROS,normal,180,open,1,1,ce
183,ce,040903,Países terceiros e organizações internacionais,normal,180,open,1,1,ce
184,ce,05,Subsídios,view,,open,1,1,ce
185,ce,0501,Sociedades e quase-sociedades não financeiras,view,184,open,1,1,ce
186,ce,050101,Públicas,view,185,open,1,1,ce
187,ce,05010101,Empresas públicas municipais e intermunicipais,normal,186,open,1,1,ce
188,ce,05010102,OUTRAS,normal,186,open,1,1,ce
189,ce,050102,PÚBLICAS - POLÍTICAS ACTIVAS DE EMPREGO E FORMAÇÃO,normal,185,open,1,1,ce
190,ce,050103,Privadas,normal,185,open,1,1,ce
191,ce,06,Outras despesas correntes,view,,open,1,1,ce
192,ce,0602,Diversas,view,191,open,1,1,ce
193,ce,060201,Impostos e taxas,normal,192,open,1,1,ce
194,ce,060202,Activos incorpóreos,normal,192,open,1,1,ce
195,ce,060203,Outras,view,192,open,1,1,ce
196,ce,06020301,Outras restituições,normal,195,open,1,1,ce
197,ce,06020302,IVA pago,normal,195,open,1,1,ce
198,ce,06020303,Diferenças de câmbio,normal,195,open,1,1,ce
199,ce,06020304,Serviços bancários,normal,195,open,1,1,ce
200,ce,06020305,Outras,normal,195,open,1,1,ce
201,ce,07,Aquisição de bens de capital,view,,open,1,1,ce
202,ce,0701,Investimentos,view,201,open,1,1,ce
203,ce,070101,Terrenos,normal,202,open,1,1,ce
204,ce,070102,Habitações,view,202,open,1,1,ce
205,ce,07010201,Construção,normal,204,open,1,1,ce
206,ce,07010202,Aquisição,normal,204,open,1,1,ce
207,ce,07010203,Reparação e beneficiação,normal,204,open,1,1,ce
208,ce,070103,Edifícios,view,202,open,1,1,ce
209,ce,07010301,Instalações de serviços,normal,208,open,1,1,ce
210,ce,07010302,Instalações desportivas e recreativas,normal,208,open,1,1,ce
211,ce,07010303,Mercados e instalações de fiscalização sanitária,normal,208,open,1,1,ce
212,ce,07010304,Creches,normal,208,open,1,1,ce
213,ce,07010305,Escolas,normal,208,open,1,1,ce
214,ce,07010306,Lares Terceira Idade,normal,208,open,1,1,ce
215,ce,07010307,Outros,normal,208,open,1,1,ce
216,ce,070104,Construções diversas,view,202,open,1,1,ce
217,ce,07010401,"VIADUTOS, ARRUAMENTOS E OBRAS COMPLEMENTARES",normal,216,open,1,1,ce
218,ce,07010402,SISTEMAS DE DRENAGEM DE ÁGUAS RESIDUAIS,normal,216,open,1,1,ce
219,ce,07010403,ESTAÇÕES DE TRATAMENTO DE ÁGUAS RESIDUAIS,normal,216,open,1,1,ce
220,ce,07010404,ILUMINAÇÃO PÚBLICA,normal,216,open,1,1,ce
221,ce,07010405,PARQUES E JARDINS,normal,216,open,1,1,ce
222,ce,07010406,Instalações desportivas e recreativas,normal,216,open,1,1,ce
223,ce,07010407,CAPTAÇÃO E DISTRIBUIÇÃO DE ÁGUA,normal,216,open,1,1,ce
224,ce,07010408,VIAÇÃO RURAL,normal,216,open,1,1,ce
225,ce,07010409,SINALIZAÇÃO E TRÂNSITO,normal,216,open,1,1,ce
226,ce,07010410,INFRAESTRUTURAS PARA DISTRIBUIÇÃO DE ENERGIA ELÉCT,normal,216,open,1,1,ce
227,ce,07010411,INFRAESTRUTURAS PARA TRATAMENTO DE RESÍDUOS SÓLIDO,normal,216,open,1,1,ce
228,ce,07010412,Cemitérios,normal,216,open,1,1,ce
229,ce,07010413,Outras,normal,216,open,1,1,ce
230,ce,070106,Material de transporte,view,202,open,1,1,ce
231,ce,07010601,Recolha de Residuos,normal,230,open,1,1,ce
232,ce,07010602,Outro,normal,230,open,1,1,ce
233,ce,070107,Equipamento de informática,normal,202,open,1,1,ce
234,ce,070108,Programas de computador,normal,202,open,1,1,ce
235,ce,070109,Equipamento administrativo,normal,202,open,1,1,ce
236,ce,070110,Equipamento básico,view,202,open,1,1,ce
237,ce,07011001,Recolha de Residuos,normal,236,open,1,1,ce
238,ce,07011002,Outro,normal,236,open,1,1,ce
239,ce,070111,Ferramentas e utensílios,normal,202,open,1,1,ce
240,ce,070112,ARTIGOS E OBJECTOS DE VALOR,normal,202,open,1,1,ce
241,ce,070113,Investimentos incorpóreos,normal,202,open,1,1,ce
242,ce,070114,INVESTIMENTOS MILITARES,normal,202,open,1,1,ce
243,ce,070115,Outros investimentos,normal,202,open,1,1,ce
244,ce,0702,LOCAÇÃO FINANCEIRA,view,201,open,1,1,ce
245,ce,070201,TERRENOS,normal,244,open,1,1,ce
246,ce,070202,HABITAÇÕES,normal,244,open,1,1,ce
247,ce,070203,EDIFÍCIOS,normal,244,open,1,1,ce
248,ce,070204,CONSTRUÇÕES DIVERSAS,normal,244,open,1,1,ce
249,ce,070205,MATERIAL DE TRANSPORTE,normal,244,open,1,1,ce
250,ce,070206,MATERIAL DE INFORMÁTICA,normal,244,open,1,1,ce
251,ce,070207,MAQUINARIA E EQUIPAMENTO,normal,244,open,1,1,ce
252,ce,070208,RECURSOS MILITARES,normal,244,open,1,1,ce
253,ce,070209,OUTROS INVESTIMENTOS,normal,244,open,1,1,ce
254,ce,0703,Bens de domínio público,view,201,open,1,1,ce
255,ce,070301,TERRENOS E RECURSOS NATURAIS,normal,254,open,1,1,ce
256,ce,070302,EDIFÍCIOS,view,254,open,1,1,ce
257,ce,07030201,INSTALAÇÕES DE SERVIÇOS,normal,256,open,1,1,ce
258,ce,07030202,INSTALAÇÕES DESPORTIVAS E RECREATIVAS,normal,256,open,1,1,ce
259,ce,07030203,MERCADOS E INSTALAÇÕES DE FISCALIZAÇÃO SANITÁRIA,normal,256,open,1,1,ce
260,ce,07030204,CRECHES,normal,256,open,1,1,ce
261,ce,07030205,ESCOLAS,normal,256,open,1,1,ce
262,ce,07030206,LARES DE TERCEIRA IDADE,normal,256,open,1,1,ce
263,ce,07030207,OUTROS,normal,256,open,1,1,ce
264,ce,070303,Outras construções e infra-estruturas,view,254,open,1,1,ce
265,ce,07030301,"Viadutos, arruamentos e obras complementares",normal,264,open,1,1,ce
266,ce,07030302,Sistemas de drenagem de águas residuais,normal,264,open,1,1,ce
267,ce,07030303,ESTAÇÕES DE TRATAMENTO DE ÁGUAS RESIDUAIS,normal,264,open,1,1,ce
268,ce,07030304,Iluminação pública,normal,264,open,1,1,ce
269,ce,07030305,Parques e jardins,normal,264,open,1,1,ce
270,ce,07030306,Instalações desportivas e recreativas,normal,264,open,1,1,ce
271,ce,07030307,Captação e distribuição de água,normal,264,open,1,1,ce
272,ce,07030308,VIAÇÃO RURAL,normal,264,open,1,1,ce
273,ce,07030309,Sinalização e trânsito,normal,264,open,1,1,ce
274,ce,07030310,INFRAESTRUTURAS PARA DISTRIBUIÇÃO DE ENERGIA ELÉCT,normal,264,open,1,1,ce
275,ce,07030311,INFRAESTRUTURAS PARA TRATAMENTO DE RESÍDUOS SÓLIDO,normal,264,open,1,1,ce
276,ce,07030312,CEMITÉRIOS,normal,264,open,1,1,ce
277,ce,07030313,Outras,normal,264,open,1,1,ce
278,ce,070304,INFRAESTRUTURAS E EQUIPAMENTOS DE NATUREZA MILITAR,normal,254,open,1,1,ce
279,ce,070305,"BENS DO PATRIMÓNIO HISTÓRICO, ARTÍSTICO E CULTURAL",normal,254,open,1,1,ce
280,ce,070306,OUTROS BENS DE DOMÍNIO PÚBLICO,normal,254,open,1,1,ce
281,ce,08,Transferências de capital,view,,open,1,1,ce
282,ce,0801,Sociedades e quase-sociedades não financeiras,view,281,open,1,1,ce
283,ce,080101,Públicas,view,282,open,1,1,ce
284,ce,08010101,Empresas públicas municipais e intermunicipais,normal,283,open,1,1,ce
285,ce,08010102,Outras,normal,283,open,1,1,ce
286,ce,0805,Administração local,view,281,open,1,1,ce
287,ce,080503,Região Autónoma da Madeira,view,286,open,1,1,ce
288,ce,08050301,MUNICÍPIOS,normal,287,open,1,1,ce
289,ce,08050302,FREGUESIAS,normal,287,open,1,1,ce
290,ce,08050303,SERVIÇOS AUTÓNOMOS DA ADMINISTRAÇÃO LOCAL,normal,287,open,1,1,ce
291,ce,08050304,Associação de Municípios,normal,287,open,1,1,ce
292,ce,08050305,ASSOCIAÇÕES DE FREGUESIAS,normal,287,open,1,1,ce
293,ce,08050306,OUTROS,normal,287,open,1,1,ce
294,ce,0807,INSTITUIÇÕES SEM FINS LUCRATIVOS,view,281,open,1,1,ce
295,ce,080701,INSTITUIÇÕES SEM FINS LUCRATIVOS,normal,294,open,1,1,ce
296,ce,080702,INSTITUIÇÕES SEM FINS LUCRATIVOS-ACÇÃO SOCIAL,normal,294,open,1,1,ce
297,ce,080703,INSTITUIÇÕES SEM FINS LUCRATIVOS-PARTICIPAÇÃO PORT,normal,294,open,1,1,ce
298,ce,080704,INSTITUIÇÕES SEM FINS LUCRATIVOS-PARTICIPAÇÃO COMU,normal,294,open,1,1,ce
299,ce,0808,Famílias,view,281,open,1,1,ce
300,ce,080801,Empresarios em nome individual,normal,299,open,1,1,ce
301,ce,80802,Outras,normal,299,open,1,1,ce
302,ce,10,Passivos financeiros,view,,open,1,1,ce
303,ce,1005,Empréstimos a curto prazo,view,302,open,1,1,ce
304,ce,100503,Soc.financeiras-Bancos e outras instit.financeiras,normal,303,open,1,1,ce
305,ce,1006,Empréstimos a médio e longo prazos,view,302,open,1,1,ce
306,ce,100603,Soc.financeiras-Bancos e outras instit.financeiras,normal,305,open,1,1,ce
307,ce,100606,Adm. pública central - Serv. e fundos autónomos,normal,305,open,1,1,ce
308,ce,100607,Administração pública - Administração regional,normal,305,open,1,1,ce
309,ce,11,Outras despesas de capital,view,,open,1,1,ce
310,ce,1102,Diversas,view,309,open,1,1,ce
311,ce,110201,Restituições,normal,310,open,1,1,ce
312,ce,110299,Outras,normal,310,open,1,1,ce
313,ce,17,OPERAÇÕES EXTRA-ORÇAMENTAIS,view,,open,1,1,ce
314,ce,1701,OPERAÇÕES DE TESOURARIA - RECEITAS DO ESTADO,normal,313,open,1,1,ce
315,ce,1702,OUTRAS OPERAÇÕES DE TESOURARIA,normal,313,open,1,1,ce
316,ce,C01,Impostos directos,view,,open,1,1,ce
317,ce,C0101,Sobre o rendimento,view,316,open,1,1,ce
318,ce,C010101,Imposto sobre o rendimento de pessoas singulares,normal,317,open,1,1,ce
319,ce,C010102,Imposto Sobre o Rendimento de Pessoas Colectivas,normal,317,open,1,1,ce
320,ce,C0102,Outros,view,316,open,1,1,ce
321,ce,C010201,Imposto sobre as sucessões e doações,normal,316,open,1,1,ce
322,ce,C010202,Imposto Municipal Sobre Imóveis (IMI),normal,316,open,1,1,ce
323,ce,C010203,Imposto Único de Circulação (IUC),normal,316,open,1,1,ce
324,ce,C010204,Imposto Municipal Sobre Transmissões (IMT),normal,316,open,1,1,ce
325,ce,C010205,Derrama,normal,316,open,1,1,ce
326,ce,C010207,Impostos abolidos,view,316,open,1,1,ce
327,ce,C01020701,Contribuição autárquica,normal,316,open,1,1,ce
328,ce,C01020702,Imposto municipal de sisa,normal,316,open,1,1,ce
329,ce,C010299,Outros,normal,316,open,1,1,ce
330,ce,C02,Impostos indirectos,view,,open,1,1,ce
331,ce,C0201,Sobre o consumo,view,330,open,1,1,ce
332,ce,C020101,Imposto sobre produtos petrolíferos (ISP).,normal,330,open,1,1,ce
333,ce,C020102,Imposto sobre o valor acrescentado (IVA),normal,330,open,1,1,ce
334,ce,C020103,Imposto automóvel (IA),normal,330,open,1,1,ce
335,ce,C020104,Imposto de consume sobre o tabaco,normal,330,open,1,1,ce
336,ce,C020105,Imposto sobre álcool e bebidas alcoólicas (IABA).,normal,331,open,1,1,ce
337,ce,C020199,Impostos diversos sobre o consumo,normal,331,open,1,1,ce
338,ce,C0202,Outros,view,330,open,1,1,ce
339,ce,C020201,Lotarias,normal,330,open,1,1,ce
340,ce,C020202,Imposto do selo,normal,330,open,1,1,ce
341,ce,C020203,Imposto do jogo,normal,330,open,1,1,ce
342,ce,C020204,Impostos rodoviários,normal,330,open,1,1,ce
343,ce,C020205,Resultados da exploração de apostas mútuas,normal,330,open,1,1,ce
344,ce,C020206,Imp. indirectos específicos das autarquias locais,view,330,open,1,1,ce
345,ce,C02020601,Mercados e feiras,view,344,open,1,1,ce
346,ce,C0202060101,Taxa de 4% pela prestação de serviços,normal,345,open,1,1,ce
347,ce,C02020602,Loteamentos e obras,view,344,open,1,1,ce
348,ce,C0202060201,Licença de obras,normal,347,open,1,1,ce
349,ce,C0202060202,Taxa municipal de urbanismo,normal,347,open,1,1,ce
350,ce,C0202060203,Infra-estruturas de loteamentos,normal,347,open,1,1,ce
351,ce,C0202060204,Licença de utilização,normal,347,open,1,1,ce
352,ce,C0202060205,Licença de habitabilidade,normal,347,open,1,1,ce
353,ce,C02020603,Ocupação da via pública,view,344,open,1,1,ce
354,ce,C0202060301,Obras,normal,353,open,1,1,ce
355,ce,C0202060302,Comércio e serviços,normal,353,open,1,1,ce
356,ce,C02020604,Canídeos,normal,344,open,1,1,ce
357,ce,C02020605,Publicidade,normal,344,open,1,1,ce
358,ce,C02020606,Saneamento,view,344,open,1,1,ce
359,ce,C0202060601,Tarifa de ligação (empresas),normal,358,open,1,1,ce
360,ce,C0202060602,Tarifa de conservação e utilização,normal,358,open,1,1,ce
361,ce,C02020607,Utilização da rede viária municipal,normal,344,open,1,1,ce
362,ce,C02020608,Lixos,view,344,open,1,1,ce
363,ce,C0202060801,Remoção a pedido,normal,362,open,1,1,ce
364,ce,C0202060802,Tarifa de recolha de lixo,normal,362,open,1,1,ce
365,ce,C02020609,Taxas por aferição,normal,344,open,1,1,ce
366,ce,C02020610,Bombas de carborantes,normal,344,open,1,1,ce
367,ce,C02020611,2% sobre a venda de pescado,normal,344,open,1,1,ce
368,ce,C02020612,Licenciam. diversos e licença policial,normal,344,open,1,1,ce
369,ce,C02020613,Licença de ruido,normal,344,open,1,1,ce
370,ce,C02020614,Licença para recintos improvisados,normal,344,open,1,1,ce
371,ce,C02020699,Outros impostos específicos das autarquias locais,normal,344,open,1,1,ce
372,ce,C020299,Outros,normal,330,open,1,1,ce
373,ce,C03,"Contrib. P/ a segurança social, a CGA e a ADSE",view,,open,1,1,ce
374,ce,C0301,Subsistema previdencial,view,373,open,1,1,ce
375,ce,C030101,Quotizações dos trabalhadores,normal,374,open,1,1,ce
376,ce,C030102,Contribuições,normal,374,open,1,1,ce
